0,1,2,3,4,5,6,7
inf,inf,inf,inf,26.877557251908396,24.244903518728716,23.583870192307693,23.43230815168707
inf,inf,27.56381909547739,24.397814634146343,23.594080570019184,23.402228244504666,23.37427385892116,23.348894783377542
inf,26.831863247863247,24.291938683498646,23.58279749478079,23.448832271762207,23.39591595146493,23.350467571644042,23.344437973209086
27.573925925925927,24.850116279069766,23.663951367781156,23.545132229003197,23.502035928143712,23.40759789596727,23.369642320408776,23.345273631840797
25.011671388101984,23.896241610738254,23.58832,23.545945945945945,23.483429263859435,23.40411522633745,23.375275543640154,23.34252336448598
24.111841028638224,23.826231454005935,23.636,23.537096774193547,23.46288502592254,23.402358490566037,23.375275543640154,23.339784319440398
