0.0,2.0,4.0,6.0
16.26846616407714,18.279133905892845,22.600887971371165,29.892263177236295
16.309872958713825,18.333779623849182,22.690330960163593,30.240346061725305
16.257883459551902,18.382174343560543,22.709439755152378,30.035957531632818
16.324411677490872,18.2838159418998,22.605743066718063,30.28318069083546
16.27604810371337,18.30782387129235,22.625338087770707,29.882225785389966
19.27949510248072,21.34652570575608,25.594769817659092,32.93060564106803
16.23447226791305,18.351348288131494,22.464303870683825,30.119021561484164
16.25105313531813,18.372138241539577,22.5251703097454,30.17036225895671
20.997483484518476,23.0590794092209,27.330129663302674,34.836308967839294
