0,1,2,3,4,5,6,7
inf,inf,inf,inf,18.303521126760565,16.062489270386266,15.32166413604616,15.07762781186094
inf,inf,19.188990825688073,16.244486200822077,15.322107481559536,15.019616746511144,14.941399137517969,14.940687160940325
inf,18.050974097044875,16.018081671415004,15.213824773413897,14.961419472247497,14.951062339481672,14.921448999046712,14.948754813863928
18.864970786516853,16.346739726027398,15.317979898250403,14.958356516156645,14.946983050847457,14.939877300613498,14.921784527764594,14.953865913177498
16.460696055684455,15.43124321530111,14.957891036906855,14.921277955271565,14.964054054054055,14.932099866250557,14.925397201802229,14.953865913177498
15.707457428068116,15.057575757575757,14.881058726220017,14.9114956736712,14.967053998632945,14.93002669039146,14.925257249766137,14.953075749872903
