-3,-1,0,1,3
0.0,0.0,0.0,0.0,0.0
0.1295062695924765,0.09973218693043742,0.08052457899832928,0.05777777250405022,0.01259751781465168
0.08850211371000405,0.05481189404870393,0.034385461757037265,0.013234814828878089,5.932943499392466e-07
0.07176646668691777,0.029075477325081006,0.007115675785996355,7.109643960105305e-05,0.0
0.060883866190765495,0.008396499405123532,5.705513998582422e-05,0.0,0.0
0.052012039128948966,0.0005614542198258404,9.888239165654111e-08,0.0,0.0
0.04361435313512556,7.811708940866748e-06,9.888239165654111e-08,0.0,0.0
0.035122333339661804,4.944119582827056e-07,9.888239165654111e-08,0.0,0.0
0.027324270168843662,3.9552956662616446e-07,9.888239165654111e-08,0.0,0.0
0.02108696666793236,4.944119582827056e-07,9.888239165654111e-08,0.0,0.0
