0,1,2,3,4,5,6,7
inf,inf,inf,inf,18.779734121122598,16.23243611584327,15.356957746478873,15.105582137161084
inf,inf,19.807295810410494,16.727744848998025,15.600709768095573,15.15271629778672,14.973456042625333,14.948018292682926
26.4416,19.031381733021078,16.716249431042332,15.632045454545455,15.20449814571121,15.016434389140272,14.951459074733096,14.939225712198684
19.898518197573658,17.320354430379748,15.997251506024096,15.396947094535992,15.125638095238095,14.991038696537679,14.950225599620042,14.937584396099025
17.743964404894328,16.34448098934351,15.677200116177751,15.293688749509997,15.117569913211186,14.992193140794225,14.948631578947369,14.93875813720581
16.976648586925492,15.96128285077951,15.598388411045722,15.284526244035446,15.118025169409487,14.993300135808058,14.95116495806151,14.93903290129611
