5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
84205.0,84035.0,84226.0,83859.0,85089.0,85162.0,84606.0,83783.0,84635.0,85214.0
835584.0,602112.0,614400.0,589824.0,577536.0,565248.0,552960.0,540672.0,540672.0,540672.0
85829.0,69335.0,85811.0,83556.0,84596.0,86399.0,84205.0,84753.0,85178.0,85408.0
835584.0,393216.0,393216.0,356352.0,344064.0,344064.0,331776.0,331776.0,331776.0,331776.0
69849.0,83415.0,84355.0,84046.0,83664.0,83944.0,83621.0,84492.0,83704.0,84342.0
835584.0,651264.0,688128.0,663552.0,638976.0,626688.0,614400.0,614400.0,602112.0,602112.0
71555.0,65744.0,83568.0,84644.0,86228.0,84827.0,86036.0,83519.0,83852.0,84183.0
835584.0,393216.0,393216.0,368640.0,356352.0,344064.0,344064.0,331776.0,331776.0,331776.0
56656.0,84542.0,83894.0,84390.0,84595.0,83520.0,83489.0,84719.0,84002.0,84781.0
835584.0,712704.0,761856.0,749568.0,724992.0,700416.0,688128.0,688128.0,675840.0,675840.0
59029.0,63820.0,83494.0,85177.0,84123.0,86084.0,84336.0,84992.0,85498.0,85735.0
835584.0,405504.0,405504.0,380928.0,356352.0,356352.0,344064.0,344064.0,344064.0,344064.0
43592.0,84426.0,80701.0,81468.0,84178.0,83520.0,83966.0,83980.0,83705.0,84500.0
835584.0,774144.0,835584.0,835584.0,835584.0,811008.0,798720.0,786432.0,774144.0,774144.0
45764.0,63256.0,84952.0,84477.0,83852.0,85787.0,84170.0,84840.0,85224.0,85576.0
835584.0,417792.0,417792.0,380928.0,356352.0,356352.0,344064.0,344064.0,344064.0,344064.0
32044.0,84230.0,70672.0,69863.0,71780.0,73492.0,75057.0,76348.0,77356.0,78219.0
835584.0,823296.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0
34911.0,62614.0,84171.0,84114.0,83534.0,85569.0,83887.0,84385.0,84982.0,85315.0
835584.0,417792.0,417792.0,380928.0,356352.0,356352.0,344064.0,344064.0,344064.0,344064.0
21951.0,80329.0,63007.0,60070.0,60895.0,62019.0,63459.0,64415.0,65397.0,66118.0
835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0
25132.0,62584.0,85630.0,85787.0,85478.0,84631.0,85985.0,83690.0,84185.0,84479.0
835584.0,430080.0,430080.0,393216.0,368640.0,356352.0,356352.0,344064.0,344064.0,344064.0
14099.0,75823.0,54697.0,49262.0,48411.0,48689.0,49603.0,50329.0,51101.0,51753.0
835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0
16910.0,61077.0,84830.0,84842.0,84973.0,84140.0,85642.0,83393.0,84000.0,84321.0
835584.0,430080.0,430080.0,393216.0,368640.0,356352.0,356352.0,344064.0,344064.0,344064.0
8029.0,72851.0,49186.0,40943.0,37549.0,36225.0,35889.0,35726.0,36022.0,36123.0
835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0
11061.0,60052.0,83931.0,84405.0,84645.0,83974.0,85428.0,86072.0,83555.0,83882.0
835584.0,430080.0,430080.0,393216.0,368640.0,356352.0,356352.0,356352.0,344064.0,344064.0
4099.0,68959.0,41783.0,30535.0,25493.0,22796.0,21431.0,20611.0,20323.0,20225.0
835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0
6088.0,59751.0,85039.0,85860.0,83476.0,85674.0,84195.0,84760.0,85418.0,85574.0
835584.0,442368.0,442368.0,405504.0,368640.0,368640.0,356352.0,356352.0,356352.0,356352.0
1725.0,66538.0,36884.0,23053.0,16053.0,12180.0,10140.0,9172.0,8677.0,8364.0
835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0,835584.0
