0.0,4.0,8.0
16.26846616407714,22.52779654601474,41.62553531706308
16.22234460735492,22.720993175847745,41.18494024524626
16.22634365049041,22.60194779314906,42.89821945922222
16.21918608580956,22.645707060687336,42.162078892841805
16.324559278444546,22.52111187468243,42.3660479965497
19.219686971177804,25.572505713483867,45.13674389669496
16.26800423995678,22.529649385189128,41.8713520876888
16.27079951074328,22.624817769452786,41.50929543629487
21.04706412150945,27.32850210861484,47.11591960380862
