0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5
inf,inf,inf,inf,inf,inf,inf,19.25009957325747,15.751048764195057,14.178284637134778,13.284888073394495,12.736732394366197,12.402261277094317,12.20363309352518,12.074922279792746,12.00369721614013
inf,inf,inf,inf,16.597241379310343,14.80263820053374,13.736624500665778,13.043744465528146,12.612557184750733,12.353227680929741,12.19238570241064,12.092255442670536,12.030577093814738,11.987169811320754,11.975510621960584,11.970625322997416
inf,18.52245925925926,16.139637860082303,14.723099906629319,13.794981160512434,13.152958248472505,12.731744301288405,12.443934276586035,12.282887484197218,12.167980376124284,12.098483194484343,12.045200471698113,12.009903439951719,11.986534193548387,11.976108135679674,11.970243902439025
17.161416309012875,15.561666666666667,14.43392574558734,13.650106600136086,13.111991701244813,12.75346019247594,12.489515252820727,12.342210796915166,12.2262883672943,12.145663082437276,12.085303292894281,12.041465005931197,12.010202111613877,11.986740498363957,11.976456086286595,11.972595101615426
15.673346337234504,14.620511710293249,13.818221079691517,13.259150278293136,12.87177781976195,12.622755830556878,12.439690588740868,12.32053449951409,12.22047070862113,12.14352644836272,12.08573656845754,12.037476076555023,12.011986754966888,11.98786703601108,11.975498079385403,11.971813444502345
14.99535294117647,14.176543046357615,13.506987141444116,13.0655302869288,12.778201656900384,12.571723446893788,12.426674013665417,12.315523326081701,12.215129937629937,12.144514873505699,12.086199770378874,12.038488095238096,12.008014616321558,11.98682655894976,11.976793618116314,11.972146214099217
14.636933820028567,13.9082628358606,13.363038723026898,12.970218244622389,12.732181034482759,12.545327555442263,12.423215150847831,12.315815859243191,12.218824747605488,12.142886540600667,12.089500574052813,12.041922278255711,12.012731648616125,11.986760492586077,11.976787644787645,11.971177083333334
14.400725088967972,13.752286679394919,13.27447803946531,12.929027547295055,12.709151716500553,12.54329721362229,12.42319158460161,12.311327390990122,12.21749035741836,12.145823902842947,12.089367452558943,12.038384982121574,12.007712458117576,11.986839848675915,11.973490984333433,11.972153484729835
14.25316042267051,13.639662337662337,13.214802452316077,12.90675487701442,12.698629704755465,12.533157622739019,12.42221679253665,12.313960538979789,12.21740663900415,12.145518005540167,12.090740103270225,12.042120582120582,12.011850512356842,11.98665495608532,11.976572456320659,11.971184587347045
